accenumb,campaign,thousand_kernel_weight
IG 41745,2005-2006,24
IG 41745,2005-2006,30.9
IG 41749,2005-2006,33.6
IG 41749,2005-2006,40.7
IG 41749,2005-2006,47.7
IG 41749,2005-2006,27.6
IG 41749,2005-2006,30.6
IG 41751,2005-2006,37.2
IG 41751,2005-2006,37.5
IG 41751,2005-2006,37.7
IG 41751,2005-2006,29.2
IG 41751,2005-2006,30
IG 41751,2005-2006,30.8
IG 41758,2005-2006,39.3
IG 41758,2005-2006,39.4
IG 41758,2005-2006,39.5
IG 41758,2005-2006,27.3
IG 41758,2005-2006,28.2
IG 41758,2005-2006,29
IG 41759,2005-2006,34.1
IG 41759,2005-2006,35.4
IG 41759,2005-2006,36.7
IG 41759,2005-2006,28.6
IG 41759,2005-2006,30.2
IG 41759,2005-2006,31.7
IG 41760,2005-2006,35.6
IG 41760,2005-2006,39.9
IG 41760,2005-2006,44.1
IG 41760,2005-2006,35.9
IG 41762,2005-2006,37.4
IG 41762,2005-2006,38.2
IG 41762,2005-2006,39
IG 41762,2005-2006,19
IG 41762,2005-2006,19.9
IG 41762,2005-2006,20.7
IG 41771,2005-2006,46.2
IG 41771,2005-2006,46.9
IG 41771,2005-2006,47.5
IG 41771,2005-2006,34.5
IG 41771,2005-2006,40.1
IG 41771,2005-2006,45.7
IG 41772,2005-2006,33.3
IG 41772,2005-2006,34.2
IG 41772,2005-2006,35.1
IG 41772,2005-2006,26.2
IG 41772,2005-2006,32.3
IG 41772,2005-2006,38.3
IG 41779,2005-2006,35.5
IG 41779,2005-2006,35.6
IG 41779,2005-2006,31.5
IG 41779,2005-2006,34.4
IG 41779,2005-2006,37.3
IG 41941,2005-2006,40
IG 41941,2005-2006,42.3
IG 41941,2005-2006,44.5
IG 41941,2005-2006,36.1
IG 41941,2005-2006,37.1
IG 41941,2005-2006,38.1
IG 41948,2005-2006,27.5
IG 41948,2005-2006,29.5
IG 41948,2005-2006,31.4
IG 41948,2005-2006,25.2
IG 41948,2005-2006,29.1
IG 41948,2005-2006,33
IG 41950,2005-2006,37.4
IG 41950,2005-2006,40.4
IG 41950,2005-2006,43.4
IG 41950,2005-2006,33.9
IG 41950,2005-2006,36.1
IG 41950,2005-2006,38.3
IG 41977,2005-2006,22.4
IG 41977,2005-2006,28.2
IG 41977,2005-2006,33.9
IG 41977,2005-2006,30.1
IG 41977,2005-2006,32
IG 42007,2005-2006,42.5
IG 42007,2005-2006,43.3
IG 42007,2005-2006,44
IG 42007,2005-2006,26.3
IG 42007,2005-2006,31.7
IG 42007,2005-2006,37
IG 42017,2005-2006,23.1
IG 42017,2005-2006,24.3
IG 42017,2005-2006,25.5
IG 42017,2005-2006,21.9
IG 42090,2005-2006,48.2
IG 42090,2005-2006,50.9
IG 42090,2005-2006,53.5
IG 42090,2005-2006,39.5
IG 42090,2005-2006,43.4
IG 42090,2005-2006,47.2
IG 42092,2005-2006,47.4
IG 42092,2005-2006,41.1
IG 42092,2005-2006,41.6
IG 42092,2005-2006,42
IG 42111,2005-2006,35.7
IG 42111,2005-2006,39.8
IG 42111,2005-2006,43.9
IG 42111,2005-2006,35.2
IG 42111,2005-2006,36.8
IG 42111,2005-2006,38.4
IG 42136,2005-2006,29.6
IG 42136,2005-2006,33.8
IG 42136,2005-2006,38
IG 42136,2005-2006,8.4
IG 42136,2005-2006,17.8
IG 42136,2005-2006,27.1
IG 42147,2005-2006,30.8
IG 42147,2005-2006,35.9
IG 42147,2005-2006,41
IG 42147,2005-2006,27
IG 42147,2005-2006,27.2
IG 42147,2005-2006,27.4
IG 42208,2005-2006,27.8
IG 42208,2005-2006,33.8
IG 42208,2005-2006,39.8
IG 42208,2005-2006,21.7
IG 42208,2005-2006,24.9
IG 42208,2005-2006,28.1
IG 42267,2005-2006,19.3
IG 42267,2005-2006,21.5
IG 42267,2005-2006,23.6
IG 42267,2005-2006,15.7
IG 42267,2005-2006,20.3
IG 42267,2005-2006,24.8
IG 42271,2005-2006,20.7
IG 42271,2005-2006,21.6
IG 42271,2005-2006,22.4
IG 42271,2005-2006,16.5
IG 42271,2005-2006,20.8
IG 42271,2005-2006,25
IG 42279,2005-2006,25.1
IG 42279,2005-2006,26.2
IG 42279,2005-2006,27.2
IG 42279,2005-2006,15.8
IG 42279,2005-2006,19.9
IG 42279,2005-2006,23.9
IG 42337,2005-2006,20.3
IG 42337,2005-2006,24.8
IG 42337,2005-2006,29.2
IG 42337,2005-2006,25.6
IG 42337,2005-2006,28.3
IG 42337,2005-2006,31
IG 42359,2005-2006,20.9
IG 42359,2005-2006,22.6
IG 42359,2005-2006,24.2
IG 42359,2005-2006,19.8
IG 42359,2005-2006,20.6
IG 42359,2005-2006,21.4
IG 42533,2005-2006,34.7
IG 42533,2005-2006,38.3
IG 42533,2005-2006,41.9
IG 42533,2005-2006,27.8
IG 42533,2005-2006,29.2
IG 42533,2005-2006,30.6
IG 42577,2005-2006,29.4
IG 42577,2005-2006,32
IG 42577,2005-2006,34.6
IG 42577,2005-2006,24.4
IG 42577,2005-2006,26.1
IG 42577,2005-2006,27.7
IG 42722,2005-2006,27.6
IG 42722,2005-2006,29.4
IG 42722,2005-2006,31.1
IG 42722,2005-2006,24.6
IG 42722,2005-2006,28.3
IG 42722,2005-2006,32
IG 42734,2005-2006,25.5
IG 42734,2005-2006,26.8
IG 42734,2005-2006,28
IG 42734,2005-2006,19.8
IG 42734,2005-2006,21.8
IG 42734,2005-2006,23.8
IG 42777,2005-2006,33.3
IG 42777,2005-2006,35.8
IG 42777,2005-2006,38.3
IG 42777,2005-2006,35
IG 42777,2005-2006,37.3
IG 42777,2005-2006,39.5
IG 42798,2005-2006,27
IG 42798,2005-2006,31.9
IG 42798,2005-2006,36.8
IG 42798,2005-2006,21.4
IG 42798,2005-2006,27.1
IG 42798,2005-2006,32.8
IG 42813,2005-2006,34.7
IG 42813,2005-2006,39.1
IG 42813,2005-2006,43.4
IG 42813,2005-2006,26.7
IG 42813,2005-2006,29.6
IG 42813,2005-2006,32.4
IG 42823,2005-2006,44.2
IG 42823,2005-2006,46.2
IG 42823,2005-2006,48.1
IG 42823,2005-2006,26.5
IG 42823,2005-2006,29.4
IG 42823,2005-2006,32.2
IG 42895,2005-2006,19.8
IG 42895,2005-2006,20.5
IG 42895,2005-2006,21.1
IG 42895,2005-2006,18
IG 42895,2005-2006,20.1
IG 42895,2005-2006,22.2
IG 42984,2005-2006,30.2
IG 42984,2005-2006,35.4
IG 42984,2005-2006,40.5
IG 42984,2005-2006,24.4
IG 42984,2005-2006,25.1
IG 42984,2005-2006,25.8
IG 42999,2005-2006,22.9
IG 42999,2005-2006,26.2
IG 42999,2005-2006,29.4
IG 42999,2005-2006,23.4
IG 42999,2005-2006,23.9
IG 42999,2005-2006,24.3
IG 43066,2005-2006,37.9
IG 43066,2005-2006,40
IG 43066,2005-2006,42.1
IG 43066,2005-2006,29.2
IG 43066,2005-2006,29.7
IG 43066,2005-2006,30.2
IG 43069,2005-2006,32.7
IG 43069,2005-2006,33.8
IG 43069,2005-2006,34.8
IG 43069,2005-2006,32.4
IG 43069,2005-2006,34.7
IG 43069,2005-2006,37
IG 43071,2005-2006,44.3
IG 43071,2005-2006,48.1
IG 43071,2005-2006,51.9
IG 43071,2005-2006,27.5
IG 43071,2005-2006,34.4
IG 43071,2005-2006,41.3
IG 43144,2005-2006,24.1
IG 43144,2005-2006,30.9
IG 43144,2005-2006,37.6
IG 43144,2005-2006,13.2
IG 43144,2005-2006,21.7
IG 43144,2005-2006,30.1
IG 43188,2005-2006,16.9
IG 43188,2005-2006,17.6
IG 43188,2005-2006,18.3
IG 43188,2005-2006,12.6
IG 43188,2005-2006,15.5
IG 43192,2005-2006,15.5
IG 43192,2005-2006,17.3
IG 43192,2005-2006,19
IG 43192,2005-2006,12.3
IG 43192,2005-2006,14
IG 43192,2005-2006,15.7
IG 43202,2005-2006,32.8
IG 43202,2005-2006,34.3
IG 43202,2005-2006,35.7
IG 43202,2005-2006,26.3
IG 43202,2005-2006,30.5
IG 43202,2005-2006,34.6
IG 43203,2005-2006,18.1
IG 43203,2005-2006,18.5
IG 43203,2005-2006,18.9
IG 43203,2005-2006,18
IG 43203,2005-2006,18.4
IG 43203,2005-2006,18.7
IG 43204,2005-2006,18.4
IG 43204,2005-2006,24.3
IG 43204,2005-2006,30.2
IG 43204,2005-2006,11.5
IG 43204,2005-2006,14.6
IG 43204,2005-2006,17.6
IG 43212,2005-2006,23.5
IG 43212,2005-2006,23.9
IG 43212,2005-2006,24.2
IG 43212,2005-2006,13.1
IG 43212,2005-2006,15.1
IG 43212,2005-2006,17
IG 43213,2005-2006,20
IG 43213,2005-2006,21.2
IG 43213,2005-2006,22.4
IG 43213,2005-2006,14.6
IG 43213,2005-2006,20.2
IG 43213,2005-2006,25.8
IG 43215,2005-2006,26
IG 43215,2005-2006,35
IG 43215,2005-2006,44
IG 43215,2005-2006,26.5
IG 43215,2005-2006,32.1
IG 43215,2005-2006,37.7
IG 43216,2005-2006,18.7
IG 43216,2005-2006,22.3
IG 43216,2005-2006,25.8
IG 43216,2005-2006,15
IG 43216,2005-2006,20.5
IG 43216,2005-2006,25.9
IG 43218,2005-2006,17.1
IG 43218,2005-2006,18.7
IG 43218,2005-2006,20.2
IG 43218,2005-2006,14
IG 43218,2005-2006,16.5
IG 43218,2005-2006,18.9
IG 43220,2005-2006,11.4
IG 43220,2005-2006,26.4
IG 43220,2005-2006,41.3
IG 43220,2005-2006,20.6
IG 43220,2005-2006,24.7
IG 43220,2005-2006,28.7
IG 43229,2005-2006,16.1
IG 43229,2005-2006,16.6
IG 43229,2005-2006,17.1
IG 43229,2005-2006,17.3
IG 43229,2005-2006,18.4
IG 43230,2005-2006,16.8
IG 43230,2005-2006,18.7
IG 43230,2005-2006,20.6
IG 43230,2005-2006,19.3
IG 43230,2005-2006,21.8
IG 43230,2005-2006,24.3
IG 43240,2005-2006,38.8
IG 43240,2005-2006,39.4
IG 43240,2005-2006,40
IG 43240,2005-2006,36.4
IG 43240,2005-2006,37.2
IG 43240,2005-2006,38
IG 43242,2005-2006,41.2
IG 43242,2005-2006,44.4
IG 43242,2005-2006,47.6
IG 43242,2005-2006,37.3
IG 43242,2005-2006,38.8
IG 43242,2005-2006,40.2
IG 43244,2005-2006,39.3
IG 43244,2005-2006,44.3
IG 43244,2005-2006,49.2
IG 43244,2005-2006,27.8
IG 43244,2005-2006,35.9
IG 43244,2005-2006,44
IG 43245,2005-2006,38
IG 43245,2005-2006,40.8
IG 43245,2005-2006,43.6
IG 43245,2005-2006,35.3
IG 43245,2005-2006,36.2
IG 43245,2005-2006,37
IG 43246,2005-2006,33
IG 43246,2005-2006,34.5
IG 43246,2005-2006,36
IG 43246,2005-2006,42.7
IG 43246,2005-2006,44.3
IG 43246,2005-2006,45.8
IG 43247,2005-2006,45.3
IG 43247,2005-2006,45.6
IG 43247,2005-2006,45.9
IG 43247,2005-2006,37.2
IG 43247,2005-2006,39.2
IG 43247,2005-2006,41.2
IG 43248,2005-2006,43.2
IG 43248,2005-2006,48.6
IG 43248,2005-2006,54
IG 43248,2005-2006,38
IG 43248,2005-2006,38.1
IG 43250,2005-2006,41.7
IG 43250,2005-2006,42.6
IG 43250,2005-2006,43.4
IG 43250,2005-2006,34.2
IG 43250,2005-2006,34.7
IG 43250,2005-2006,35.1
IG 43251,2005-2006,40.7
IG 43251,2005-2006,41.6
IG 43251,2005-2006,42.5
IG 43251,2005-2006,35.3
IG 43251,2005-2006,37.1
IG 43251,2005-2006,38.8
IG 43252,2005-2006,31.6
IG 43252,2005-2006,35.2
IG 43252,2005-2006,38.7
IG 43252,2005-2006,41.9
IG 43252,2005-2006,42.2
IG 43252,2005-2006,42.4
IG 43257,2005-2006,48.1
IG 43257,2005-2006,49.3
IG 43257,2005-2006,50.5
IG 43257,2005-2006,37.5
IG 43257,2005-2006,41.8
IG 43257,2005-2006,46.1
IG 43262,2005-2006,35.5
IG 43262,2005-2006,39.5
IG 43262,2005-2006,43.4
IG 43262,2005-2006,34.7
IG 43262,2005-2006,38.7
IG 43262,2005-2006,42.7
IG 43271,2005-2006,45.7
IG 43271,2005-2006,48.5
IG 43271,2005-2006,51.3
IG 43271,2005-2006,39
IG 43271,2005-2006,43.1
IG 43271,2005-2006,47.1
IG 43341,2005-2006,37.2
IG 43341,2005-2006,39.5
IG 43341,2005-2006,41.7
IG 43341,2005-2006,33.6
IG 43341,2005-2006,37.9
IG 43341,2005-2006,42.2
IG 43382,2005-2006,39.2
IG 43382,2005-2006,42.4
IG 43382,2005-2006,45.5
IG 43382,2005-2006,31.3
IG 43382,2005-2006,33
IG 43382,2005-2006,34.7
IG 43595,2005-2006,42.2
IG 43595,2005-2006,42.7
IG 43595,2005-2006,43.1
IG 43595,2005-2006,29.4
IG 43595,2005-2006,33.8
IG 43595,2005-2006,38.2
IG 43602,2005-2006,33.1
IG 43602,2005-2006,33.7
IG 43602,2005-2006,34.2
IG 43602,2005-2006,33
IG 43602,2005-2006,35.6
IG 43602,2005-2006,38.2
IG 43819,2005-2006,18.2
IG 43819,2005-2006,21.2
IG 43819,2005-2006,24.1
IG 43819,2005-2006,12.4
IG 43819,2005-2006,15.5
IG 43819,2005-2006,18.6
IG 43903,2005-2006,34.8
IG 43903,2005-2006,36.1
IG 43903,2005-2006,37.4
IG 43903,2005-2006,25.7
IG 43903,2005-2006,26.7
IG 43903,2005-2006,27.6
IG 44205,2005-2006,37.8
IG 44205,2005-2006,41
IG 44205,2005-2006,44.2
IG 44205,2005-2006,31.3
IG 44205,2005-2006,36.9
IG 44205,2005-2006,42.5
IG 44260,2005-2006,27.8
IG 44260,2005-2006,31.5
IG 44260,2005-2006,35.2
IG 44260,2005-2006,26.8
IG 44260,2005-2006,27.1
IG 44260,2005-2006,27.4
IG 44265,2005-2006,28.7
IG 44265,2005-2006,35.5
IG 44265,2005-2006,42.2
IG 44265,2005-2006,29.9
IG 44265,2005-2006,30.6
IG 44265,2005-2006,31.3
IG 44267,2005-2006,42.7
IG 44267,2005-2006,43.9
IG 44267,2005-2006,45.1
IG 44267,2005-2006,40
IG 44267,2005-2006,43.5
IG 44267,2005-2006,47
IG 44270,2005-2006,31.8
IG 44270,2005-2006,32.9
IG 44270,2005-2006,34
IG 44270,2005-2006,27.5
IG 44270,2005-2006,32.2
IG 44270,2005-2006,36.9
IG 44271,2005-2006,31.6
IG 44271,2005-2006,34.8
IG 44271,2005-2006,37.9
IG 44271,2005-2006,28.7
IG 44271,2005-2006,35.1
IG 44271,2005-2006,41.4
IG 44277,2005-2006,20.5
IG 44277,2005-2006,27.9
IG 44277,2005-2006,35.2
IG 44277,2005-2006,25.5
IG 44277,2005-2006,32.4
IG 44277,2005-2006,39.2
IG 44518,2005-2006,23.9
IG 44518,2005-2006,26.6
IG 44518,2005-2006,29.2
IG 44518,2005-2006,24.4
IG 44518,2005-2006,24.5
IG 44520,2005-2006,28.9
IG 44520,2005-2006,29.7
IG 44520,2005-2006,30.4
IG 44520,2005-2006,17.4
IG 44520,2005-2006,24
IG 44520,2005-2006,30.5
IG 44521,2005-2006,28.7
IG 44521,2005-2006,19.1
IG 44521,2005-2006,21.8
IG 44521,2005-2006,24.4
IG 44529,2005-2006,25
IG 44529,2005-2006,31.6
IG 44529,2005-2006,38.2
IG 44529,2005-2006,28.8
IG 44529,2005-2006,29.2
IG 44529,2005-2006,29.6
IG 44533,2005-2006,33.7
IG 44533,2005-2006,34.8
IG 44533,2005-2006,35.9
IG 44533,2005-2006,17.8
IG 44533,2005-2006,19.1
IG 44533,2005-2006,20.4
IG 44535,2005-2006,28.9
IG 44535,2005-2006,31.5
IG 44535,2005-2006,34
IG 44535,2005-2006,20
IG 44535,2005-2006,24.3
IG 44535,2005-2006,28.6
IG 44549,2005-2006,30.5
IG 44549,2005-2006,31.2
IG 44549,2005-2006,31.9
IG 44549,2005-2006,22
IG 44549,2005-2006,24.2
IG 44549,2005-2006,26.3
IG 44699,2005-2006,35.7
IG 44699,2005-2006,38.4
IG 44699,2005-2006,41
IG 44699,2005-2006,36
IG 44699,2005-2006,38
IG 44699,2005-2006,40
IG 44704,2005-2006,34.3
IG 44704,2005-2006,34.5
IG 44704,2005-2006,34.6
IG 44704,2005-2006,31.4
IG 44704,2005-2006,37.6
IG 45090,2005-2006,36
IG 77645,2005-2006,27.5
IG 77645,2005-2006,28.2
IG 77645,2005-2006,28.8
IG 77645,2005-2006,17.4
IG 77645,2005-2006,22.4
IG 77645,2005-2006,27.4
IG 77674,2005-2006,15.3
IG 77674,2005-2006,24.3
IG 77674,2005-2006,33.3
IG 77674,2005-2006,15.8
IG 77674,2005-2006,17
IG 77674,2005-2006,18.2
IG 78379,2005-2006,36.4
IG 78379,2005-2006,37.5
IG 78379,2005-2006,38.6
IG 78379,2005-2006,29.4
IG 78379,2005-2006,32.5
IG 78379,2005-2006,35.6
IG 78428,2005-2006,33.6
IG 78428,2005-2006,34.5
IG 78428,2005-2006,35.4
IG 78428,2005-2006,25.8
IG 78428,2005-2006,32.4
IG 78428,2005-2006,38.9
IG 79754,2005-2006,28.8
IG 79754,2005-2006,32.7
IG 79754,2005-2006,36.6
IG 79754,2005-2006,21.3
IG 79754,2005-2006,26.5
IG 79754,2005-2006,31.6
IG 80918,2005-2006,34.4
IG 80918,2005-2006,38.8
IG 80918,2005-2006,43.2
IG 80918,2005-2006,30.2
IG 80918,2005-2006,32.1
IG 80918,2005-2006,34
IG 81061,2005-2006,31.4
IG 81061,2005-2006,29.2
IG 81061,2005-2006,31.3
IG 81061,2005-2006,33.3
IG 81148,2005-2006,27.2
IG 81148,2005-2006,34.2
IG 81148,2005-2006,41.2
IG 81148,2005-2006,28.2
IG 81148,2005-2006,29.8
IG 81148,2005-2006,31.3
IG 81231,2005-2006,22.7
IG 81231,2005-2006,30.4
IG 81231,2005-2006,38.1
IG 81231,2005-2006,29.7
IG 81231,2005-2006,29.9
IG 81231,2005-2006,30
IG 81256,2005-2006,20.7
IG 81256,2005-2006,25
IG 81256,2005-2006,29.2
IG 81256,2005-2006,28.2
IG 81256,2005-2006,30.1
IG 81256,2005-2006,32
IG 81605,2005-2006,42
IG 81605,2005-2006,22.4
IG 81605,2005-2006,23.7
IG 81605,2005-2006,25
IG 81627,2005-2006,28.8
IG 81627,2005-2006,29.3
IG 81627,2005-2006,29.8
IG 81627,2005-2006,26.8
IG 81627,2005-2006,27.4
IG 81627,2005-2006,28
IG 81843,2005-2006,40.5
IG 81843,2005-2006,40.9
IG 81843,2005-2006,41.3
IG 81843,2005-2006,27.4
IG 81843,2005-2006,29.8
IG 81843,2005-2006,32.2
IG 81941,2005-2006,34.1
IG 81941,2005-2006,36.1
IG 81941,2005-2006,38
IG 81941,2005-2006,32.4
IG 81941,2005-2006,32.5
IG 81941,2005-2006,32.6
IG 83801,2005-2006,38.7
IG 83801,2005-2006,22.7
IG 83801,2005-2006,24.3
IG 83801,2005-2006,25.9
IG 84859,2005-2006,44
IG 84859,2005-2006,40.9
IG 91782,2005-2006,46
IG 92770,2005-2006,34.3
IG 92770,2005-2006,34.4
IG 92770,2005-2006,28.2
IG 92770,2005-2006,29.7
IG 92770,2005-2006,31.1
IG 92784,2005-2006,28.9
IG 92784,2005-2006,35.7
IG 92784,2005-2006,42.4
IG 92784,2005-2006,33.9
IG 92784,2005-2006,34.1
IG 92784,2005-2006,34.3
IG 92785,2005-2006,36
IG 92785,2005-2006,36.4
IG 92785,2005-2006,36.8
IG 92785,2005-2006,32.6
IG 92785,2005-2006,34.1
IG 92785,2005-2006,35.6
IG 92786,2005-2006,36.9
IG 92786,2005-2006,37.7
IG 92786,2005-2006,38.5
IG 92786,2005-2006,28.3
IG 92786,2005-2006,29.3
IG 92786,2005-2006,30.3
IG 92789,2005-2006,25.9
IG 92789,2005-2006,31.6
IG 92789,2005-2006,37.2
IG 92789,2005-2006,25.8
IG 92789,2005-2006,30.5
IG 92789,2005-2006,35.2
IG 92809,2005-2006,38.8
IG 92809,2005-2006,42
IG 92809,2005-2006,45.2
IG 92809,2005-2006,35.3
IG 92809,2005-2006,37.3
IG 92809,2005-2006,39.2
IG 92811,2005-2006,41.4
IG 92811,2005-2006,45.9
IG 92811,2005-2006,50.4
IG 92811,2005-2006,41.2
IG 92811,2005-2006,42.5
IG 92811,2005-2006,43.7
IG 92813,2005-2006,41.8
IG 92813,2005-2006,41.9
IG 92813,2005-2006,37.5
IG 92813,2005-2006,41.5
IG 92813,2005-2006,45.4
IG 92814,2005-2006,44.8
IG 92814,2005-2006,45.8
IG 92814,2005-2006,46.7
IG 92814,2005-2006,29.5
IG 92814,2005-2006,30.1
IG 92814,2005-2006,30.6
IG 92815,2005-2006,35.7
IG 92815,2005-2006,37.5
IG 92815,2005-2006,39.2
IG 92815,2005-2006,32.9
IG 92815,2005-2006,33.8
IG 92815,2005-2006,34.6
IG 92817,2005-2006,35.6
IG 92817,2005-2006,42.6
IG 92817,2005-2006,49.5
IG 92817,2005-2006,30.8
IG 92817,2005-2006,36.6
IG 92817,2005-2006,42.3
IG 92818,2005-2006,50.4
IG 92818,2005-2006,51
IG 92818,2005-2006,51.5
IG 92818,2005-2006,33.7
IG 92818,2005-2006,37.6
IG 92818,2005-2006,41.5
IG 92819,2005-2006,30.9
IG 92819,2005-2006,38.2
IG 92819,2005-2006,45.5
IG 92819,2005-2006,34.8
IG 92819,2005-2006,39.8
IG 92819,2005-2006,44.7
IG 92820,2005-2006,48.6
IG 92820,2005-2006,50
IG 92820,2005-2006,51.4
IG 92820,2005-2006,42.3
IG 92820,2005-2006,43.5
IG 92820,2005-2006,44.6
IG 92821,2005-2006,44.9
IG 92821,2005-2006,48.2
IG 92821,2005-2006,51.5
IG 92821,2005-2006,37.4
IG 92821,2005-2006,39.4
IG 92821,2005-2006,41.3
IG 92822,2005-2006,36.5
IG 92822,2005-2006,45.2
IG 92822,2005-2006,53.8
IG 92822,2005-2006,34.7
IG 92822,2005-2006,35.6
IG 92822,2005-2006,36.4
IG 92823,2005-2006,45.8
IG 92823,2005-2006,47.2
IG 92823,2005-2006,48.6
IG 92823,2005-2006,33.3
IG 92823,2005-2006,34.7
IG 92823,2005-2006,36.1
IG 92825,2005-2006,38.6
IG 92825,2005-2006,43.3
IG 92825,2005-2006,48
IG 92825,2005-2006,37.1
IG 92825,2005-2006,42.1
IG 92825,2005-2006,47.1
IG 92830,2005-2006,39.4
IG 92830,2005-2006,41.7
IG 92830,2005-2006,44
IG 92830,2005-2006,36.4
IG 92830,2005-2006,38.9
IG 92830,2005-2006,41.4
IG 92832,2005-2006,32.4
IG 92832,2005-2006,36.3
IG 92832,2005-2006,40.2
IG 92832,2005-2006,28.6
IG 92832,2005-2006,30
IG 92832,2005-2006,31.4
IG 92833,2005-2006,36.6
IG 92833,2005-2006,43.3
IG 92833,2005-2006,50
IG 92833,2005-2006,39.6
IG 92833,2005-2006,40.2
IG 92833,2005-2006,40.7
IG 92834,2005-2006,41
IG 92834,2005-2006,42.5
IG 92834,2005-2006,43.9
IG 92834,2005-2006,32.4
IG 92834,2005-2006,39
IG 92834,2005-2006,45.5
IG 92837,2005-2006,38.3
IG 92837,2005-2006,39.5
IG 92837,2005-2006,40.7
IG 92837,2005-2006,27.5
IG 92837,2005-2006,32.2
IG 92837,2005-2006,36.9
IG 92847,2005-2006,29.3
IG 92847,2005-2006,33.2
IG 92847,2005-2006,37
IG 92847,2005-2006,38
IG 92847,2005-2006,40.5
IG 92847,2005-2006,42.9
IG 92923,2005-2006,40
IG 92923,2005-2006,42.8
IG 92923,2005-2006,45.5
IG 92923,2005-2006,32.4
IG 92923,2005-2006,36.8
IG 92923,2005-2006,41.2
IG 92943,2005-2006,36.1
IG 92943,2005-2006,36.8
IG 92943,2005-2006,37.5
IG 92943,2005-2006,23.7
IG 92943,2005-2006,25.8
IG 92943,2005-2006,27.9
IG 92945,2005-2006,42.6
IG 92945,2005-2006,44.3
IG 92945,2005-2006,46
IG 92945,2005-2006,24.1
IG 92945,2005-2006,31.3
IG 92945,2005-2006,38.5
IG 92946,2005-2006,35.2
IG 92946,2005-2006,36.2
IG 92946,2005-2006,37.2
IG 92946,2005-2006,25.6
IG 92946,2005-2006,32.6
IG 92946,2005-2006,39.6
IG 92947,2005-2006,29.6
IG 92947,2005-2006,30.9
IG 92947,2005-2006,32.1
IG 92947,2005-2006,26
IG 92947,2005-2006,27.3
IG 92947,2005-2006,28.6
IG 92952,2005-2006,28.2
IG 92952,2005-2006,35.6
IG 92952,2005-2006,43
IG 92952,2005-2006,29.1
IG 92952,2005-2006,30.1
IG 92952,2005-2006,31
IG 92954,2005-2006,35.8
IG 92954,2005-2006,38.8
IG 92954,2005-2006,41.7
IG 92954,2005-2006,23.9
IG 92954,2005-2006,25.8
IG 92954,2005-2006,27.6
IG 92992,2005-2006,33.6
IG 92992,2005-2006,34.5
IG 92992,2005-2006,35.4
IG 92992,2005-2006,25
IG 92992,2005-2006,29
IG 92992,2005-2006,32.9
IG 93132,2005-2006,37.2
IG 93132,2005-2006,38.5
IG 93132,2005-2006,39.7
IG 93132,2005-2006,30.2
IG 93132,2005-2006,33.6
IG 93132,2005-2006,36.9
IG 93458,2005-2006,35.4
IG 93458,2005-2006,36.1
IG 93458,2005-2006,36.7
IG 93458,2005-2006,15.1
IG 93458,2005-2006,22.8
IG 93458,2005-2006,30.4
IG 93704,2005-2006,37.6
IG 93704,2005-2006,38.2
IG 93704,2005-2006,38.8
IG 93704,2005-2006,27.2
IG 93704,2005-2006,31.5
IG 93704,2005-2006,35.7
IG 94253,2005-2006,25.5
IG 94331,2005-2006,33
IG 94331,2005-2006,37
IG 94331,2005-2006,40.9
IG 94331,2005-2006,27.9
IG 94331,2005-2006,28.2
IG 94331,2005-2006,28.4
IG 94629,2005-2006,35.4
IG 94629,2005-2006,36
IG 94629,2005-2006,36.5
IG 94629,2005-2006,27.4
IG 94629,2005-2006,27.5
IG 94629,2005-2006,27.6
IG 94631,2005-2006,26.8
IG 94631,2005-2006,35.9
IG 94631,2005-2006,44.9
IG 94631,2005-2006,24.7
IG 94631,2005-2006,25.7
IG 94631,2005-2006,26.7
IG 94635,2005-2006,33.9
IG 94635,2005-2006,39
IG 94635,2005-2006,44
IG 94635,2005-2006,31
IG 94635,2005-2006,36.9
IG 94635,2005-2006,42.7
IG 94639,2005-2006,31.8
IG 94639,2005-2006,35.9
IG 94639,2005-2006,40
IG 94639,2005-2006,24.5
IG 94639,2005-2006,28
IG 94639,2005-2006,31.5
IG 94645,2005-2006,38
IG 94645,2005-2006,46.3
IG 94645,2005-2006,54.5
IG 94645,2005-2006,41.3
IG 94645,2005-2006,42.3
IG 94645,2005-2006,43.3
IG 94720,2005-2006,22.3
IG 94720,2005-2006,24.2
IG 94720,2005-2006,26.1
IG 94720,2005-2006,25
IG 94720,2005-2006,27.6
IG 94720,2005-2006,30.1
IG 94721,2005-2006,31
IG 94721,2005-2006,32.9
IG 94721,2005-2006,34.8
IG 94721,2005-2006,18.7
IG 94721,2005-2006,23.9
IG 94721,2005-2006,29
IG 94722,2005-2006,24.3
IG 94722,2005-2006,24.5
IG 94722,2005-2006,24.7
IG 94722,2005-2006,28.2
IG 94722,2005-2006,28.3
IG 94722,2005-2006,28.4
IG 94753,2005-2006,37.8
IG 94753,2005-2006,38.5
IG 94753,2005-2006,39.1
IG 94753,2005-2006,24.8
IG 94753,2005-2006,30
IG 94753,2005-2006,35.1
IG 94797,2005-2006,25.8
IG 94797,2005-2006,31.6
IG 94797,2005-2006,37.4
IG 94797,2005-2006,27
IG 94797,2005-2006,30.7
IG 94797,2005-2006,34.3
IG 94851,2005-2006,38.2
IG 94851,2005-2006,42.4
IG 94851,2005-2006,46.5
